Accountable Manager,Accountable Manager Email,Accountable Manager Phone Number,Address Line 1,Address Line 2,Address Line 3,Agency Email,Agency Name,Agency Phone Number,Cert_No,City,Country ,DBA,DSGN_CODE,Email,Liaison,Liaison Email,Liaison Phone Number,Postal Code,State/Province,Update_Date
"TROVERO, THIERRY",,,1070 RUE DU LIEUTENANT PARAYRE,,,thierry.trovero@seam-avionic.com,SERVICE ELECTRONIC AVIATION MARINE SARL,33442386630,92MY973C,AIX-EN-PROVENCE,FRANCE,DBA SEAM,92MY,thierry.trovero@seam-avionic.com,WHITFIELD GWENDOLINE,g.whitfield@seamavionic.com,,13858,,3/2/2026
"TRUELSEN, HARDY",,,STRATUSVEJ 9,,,,SCANDINAVIAN AVIONICS A S,,V4KY416Y,BILLUND,DENMARK,,V4KY,,CHRIS B. M. CHRISTOFFERSEN,cch@scanav.com,,7190,,3/2/2026
"TRUELSON, JOHN",,,8402 NELMS ST,SUITE ER-2,,,LSA AVIATION SERVICES LLC,,LSIR173E,HOUSTON,UNITED STATES,,LSIR,,JOHN TRUELSON,john@lonestaraviators.com,8327921020,77061,TX,3/2/2026
"TRUESDELL, MARK",,,1100 W. GROVE PARKWAY,,,,CURTISS-WRIGHT CONTROLS INTEGRATED SENSING INC,4807586026,KS3R642L,TEMPE,UNITED STATES,,KS3R,,"TRUESDELL, MARK",mtruesdell@curtisswright.com,4807586026 EXT. 7125,85283,AZ,3/2/2026
"TRUJILLO, GREGORIO ROBERT",,,19922 W. 29TH N.,,,rtrujillo@aerointeriormaintenance.com,AERO INTERIOR MAINTENANCE INC,3166807587,V7OR765X,COLWICH,UNITED STATES,,V7OR,rtrujillo@aerointeriormaintenance.com,ROBERT TRUJILLO,rtrujillo@aerointeriormaintenance.com,3166807587,67030,KS,3/2/2026
"TU, HONG",,,"GENERAL FACTORY BUILDING 4, FLOOR 1","389 GANG AO ROAD, WAIGAOQIAO FREE T",,,COLLINS AVIATION MAINTENANCE SERVICES (SHANGHAI) L,86-21-58655279,R8KY535Y,SHANGHAI,CHINA,,R8KY,,"PAN, MINGGANG",minggang.pan@camssltd.com,,200131,,3/2/2026
"TUCKER, HAVAN",,,5217 LINBAR DR. STE 303,,,,AEROWING INC,,5NGR131D,NASHVILLE,UNITED STATES,DBA SUNAERO - AMERICAS,5NGR,,ARTHUR ESCUETA,arthur.escueta@aerowing.com,6152423833,37211,TN,3/2/2026
"TUCKER, TIM",,,710 & 720 WESTLAKE PARKWAY,,,,"PRATT & WHITNEY ENGINE SERVICES, INC",,HN4R238M,ATLANTA,UNITED STATES,,HN4R,,TILLMAN BAKER,tillman.baker@prattwhitney.com,,30336,GA,3/2/2026
"TUNNELL, TRAVIS",,,1643 S. MAIZE RD.,,,,TEXTRON AVIATION INC,,7GOR641C,WICHITA,UNITED STATES,,7GOR,,"SCHAMBER, KHRISTINA",kschamber@txtav.com,3165179577,67209,KS,3/2/2026
"TURMERO, PEDRO",,,1535 PERIMETER ROAD,BAY #36B,,,HELICOPTER PARTS AND SERVICE INC,,S9VR026N,FORT LAUDERDALE,UNITED STATES,DBA AERA AVGROUP,S9VR,,CRISTINA PEREZ,general@hpsfla.com,,33309,FL,3/2/2026
"TURNER, EMERSON",,,2303 WEST ALAMEDA DRIVE,,,emerson@jasc-controls.com,JANSENS AIRCRAFT SYSTEMS CONTROLS INC,6024384400,J2YR078X,TEMPE,UNITED STATES,,J2YR,emerson@jasc-controls.com,,,,85282,AZ,3/2/2026
"TURNER, MARSHALL",,,704 ROD SULLIVAN ROAD,,,aeroservices@mindspring.com,AERO AVIONICS INC,9197181715,A8XR424J,SANFORD,UNITED STATES,DBA AEROSERVICES - RDU,A8XR,aeroservices@mindspring.com,"SUTTON, F. JOHN",aeroservices@mindspring.com,9197181715,27330,NC,3/2/2026
"TURNER, NEIL B",,,"AVIATION DISTRICT, DUBAI WORLD CENT",AL MAKTOUM INTERNATIONAL AIRPORT (F,,,GE AVIATION SYSTEMS NORTH AMERICA LLC (BRANCH),,DWXY102E,DUBAI,UNITED ARAB EMIRATES,DBA GE ON WING SUPPORT (DXB),DWXY,,,,,,,3/2/2026
"TUTTLE, BRAD J.",,,2503 CLARK CARR LOOP SE,SUITE A,,,10 TANKER AIR CARRIER LLC,,ZTRR624L,ALBUQUERQUE,UNITED STATES,,ZTRR,,"TUTTLE, BRAD J.",btuttle@10tanker.com,7602468288,87106,NM,3/2/2026
"TUTTLE, CHAD",,,1510 W. DRAKE DR.,,,charles.trubl@vanhornaviation.com,VAN HORN REPAIR LLC,4804834202,V7JR502Y,TEMPE,UNITED STATES,,V7JR,charles.trubl@vanhornaviation.com,"CHAD TUTTLE,",austin.schneider@vanhornaviation.com,,85283,AZ,3/2/2026
"TUTUCU, MEHMET AYKUT",,,SABIHA GÖKÇEN ULUSLARARASI HAVAALAN,,,,PRATT & WHITNEY THY TEKNIK U AK MOTORU BAKIM MERKE,,33PY227B,ISTANBUL,TURKIYE,"DBA TURKISH ENGINE CENTER
   CENTER (TEC)",33PY,,FERHAN SADIKOGLU,ferhan.sadikoglu@prattwhitney.com,,34912,,3/2/2026
"TWIDDY, THOMAS  SR.",,,125 AIRPORT LN.,,,,TT AEROTECH CORP,,7TTR565C,SAVANNAH,UNITED STATES,,7TTR,,"TWIDDY, THOMAS",thomas.twiddy@ttaerotech.com,7752204327,38372,TN,3/2/2026
"UHLIG, JAN",,,PETER-DORNIER-STRASSE 11,,,,LIEBHERR-ELECTRONICS AND DRIVES GMBH,,Z8EY085Y,LINDAU,GERMANY,,Z8EY,,"PESEC, MICHEL",michel.pesec@liebherr.com,,88131,,3/2/2026
"UMANZOR, DANIEL A.",,,21593 SKYWEST DR,,,,SAVAGE AVIATION LLC,,SADR532E,HAYWARD,UNITED STATES,,SADR,,DANIEL UMANZOR,daniel@savageaero.com,4152408216,94541,CA,3/2/2026
"UPALI, SENA",,,NO. 8 JALAN ASTAKA U8/82,BUKIT JELUTONG,,,INTERIORS AEROSERVICES (M) SDN. BHD.,,BFKY675X,SHAH ALAM,MALAYSIA,,BFKY,,SENA UPALI,qam_malaysia@intaeroservices.com,,40150,,3/2/2026
"URBAN, RICK S.",,,9429 ABRAHAM WAY,,,,QUALITY CONTROLLED MANUFACTURING INC,6194433997,9QCR216C,SANTEE,UNITED STATES,,9QCR,,"URBAN, RICHARD S.",rurban@qcmfginc.com,6194433997,92071,CA,3/2/2026
"UTSET, WILLIAM F.",,,2775 NORTHWEST 82 AVENUE,,,,MEKCO GROUP INC,,9MGR348B,MIAMI,UNITED STATES,,9MGR,,"UTSET, WILLIAM F",wfutset@mekcogroup.com,3055928807,33122,FL,3/2/2026
"VACLAV, KRIZEK",,,BERANOVYCH 65,PRAHA 9,,,BLANIK AIRCRAFT CZ,,8ZCY817D,LETNANY,CZECH REPUBLIC,,8ZCY,,ROBENEK VLASTIMIL,v.robenek@blanik.aero,,199 00,,3/2/2026
"VAGNER, LUBOS",,,BUDEJOVICKA 148,,,,JIHOSTROJ A.S.,,7JVY667C,VELESIN,CZECH REPUBLIC,,7JVY,,,,,382 32,,3/2/2026
"VALAT, HERVÉ",,,524 AVENUE MARGUERITE PEREY,,,,SERVAT,+33160188160,53VY763D,LIEUSAINT,FRANCE,,53VY,,JONATHAN GROUT,jonathan.grout@servat-moteurs.com,,77127,,3/2/2026
"VALDES, ENRIQUE",,,4980 E 10TH LANE,,,,WORLD INNOVATIONS SUPPORT CORP,3059791735,WSIR058E,HIALEAH,UNITED STATES,,WSIR,,"SOTO, CAROLINA",worldinnovationssupp@gmail.com,3059791735,33013,FL,3/2/2026
"VALENCIA, ROBERT E.",,,6824 REFLECTION STREET,,,westcoasthelicoptersmiller@gmail.com,"VALENCIA, ROBERT E.",5302155179,V3RR634Y,REDDING,UNITED STATES,"DBA WESTCOAST HELICOPTERS &
   & ACCESSORIES",V3RR,westcoasthelicoptersmiller@gmail.com,"MILLER, STEPHANIE",westcoasthelicoptersmiller@gmail.com,5302155179,96001,CA,3/2/2026
"VALENTIN, ERIC",,,18 BOULEVARD LOUIS SEGUIN,,,eric.valentin@safrangroup.com,SAFRAN TRANSMISSION SYSTEMS,01133141305319,H31Y132O,COLOMBES,FRANCE,,H31Y,eric.valentin@safrangroup.com,"PIPLARD, OLIVER",olivier.piplard@safrangroup.com,,92700,,3/2/2026
"VALENZUELA, ANTONIO CARLOS",,,AVE HINCAPIE Y 18 CALLE ZONA 13,AEROPUERTO LA AURORA HANGAR D-2,,,ELECTRONIKS,,K3ZY257B,GUATEMALA CITY,GUATEMALA,,K3ZY,,"VALENZUELA, ANTONIO C",tonoval@electroniks.net,,01013,,3/2/2026
"VALENZUELA, JEREMIAH",,,"1582 EAST GOODRICK ROAD, UNIT 4A",,,,VINTAGE CARBURETORS INC,,V4UR281Y,TEHACHAPI,UNITED STATES,,V4UR,,"VALENZUELA, LISA",vintagecarbs@sbcglobal.net,6618226473,93561,CA,3/2/2026
"VALJEVAC, ZLATAN",,,17 THOMPSON DRIVE,,,,AVIATRON INC,,VNNR061L,ESSEX JUNCTION,UNITED STATES,,VNNR,,"SMITH, ANDREW",andrew.smith@aviatron.com,8028659318,05452,VT,3/2/2026
"VALLE, JOEL",,,13955 SW 127TH ST,BLDG 126,,,"PROPEL AVIATION SALES & SERVICES, LLC.",,O9QR162B,MIAMI,UNITED STATES,,O9QR,,,,,33186,FL,3/2/2026
"VALLEJO, MIGUEL",,,11455 NW 34 STREET,UNIT 11459,,,XPACE ENGINEERING LLC,,XPAR468E,DORAL,UNITED STATES,,XPAR,,CRISTINA SANCHEZ,cristina@xpaceng.com,3058469984,33178,FL,3/2/2026
"VALTIN, SHAWN",,,500-A GATEWAY DRIVE,,,,"TELAIR US, LLC",,7TUR922C,GOLDSBORO,UNITED STATES,,7TUR,,SHAWN VALTIN,svaltin@uscargosystems.com,9197052556,27534,NC,3/2/2026
"VAN DER BAAN, MACHIEL",,,ZEELAND AIRPORT,CALANDWEG 56,,,VLIEGWERK HOLLAND B.V.,,2VLY839C,RA ARNEMUIDEN,NETHERLANDS,,2VLY,,WOLTER PORTIER,administration@vliegwerkholland.nl,,4341 RA,,3/2/2026
"VAN DER BEEK, MENZO",,,HOEKSTEEN 40,,,,FOKKER  SERVICES B V,,NQ1Y357K,HOOFDDORP,NETHERLANDS,,NQ1Y,,J.C. KRAAKMAN,jan.kraakman@fokkerservices.com,,2132MS,,3/2/2026
"VAN DEURSEN, G.B.A.  (TON)",,,THERMIEKSTRAAT 156,,,,JETSUPPORT B.V.,,R31Y242Y,SCHIPHOL,NETHERLANDS,,R31Y,,JURRIAAN POSTMA,jpo@jetsupport.nl,,1117 BG,,3/2/2026
"VAN DIJK, ROLAND",,,AVIOLANDALAAN 31,,,,FOKKER TECHNIEK B.V.,,4FKY163D,HOOGERHEIDE,NETHERLANDS,,4FKY,,PETER VAN OERS,peter.vanoers@fokkertechniek.com,,4631RP,,3/2/2026
"VAN LEWIS, ERIC",,,11700 NW 101 ROAD,SUITE 19,,eric@patriotcomponents.us,PATRIOT COMPONENTS LLC.,7862311244,Z3XR429B,MEDLEY,UNITED STATES,,Z3XR,eric@patriotcomponents.us,JESUS FERNANDEZ,jesus@focusedair.com,,33178,FL,3/2/2026
"VAN MILDERS, BERNARD",,,LUCHTHAVENLEI 1 BUS 18,,,,FLYING SERVICE NV,,5LYY399D,ANTWERP,BELGIUM,,5LYY,,WESLEY VAEREWIJCK,wesley.vaerewijck@flyinggroup.aero,,B-2100,,3/2/2026
"VAN RIJN, FRED",,,BASISWEG 50 B,HAL 4.2,,,GLOBAL ENGINE SUPPORT B.V.,,GE1Y903D,VELSEN NOORD,NETHERLANDS,,GE1Y,,RONALD PRINS,ronald@globalenginesupport.com,,1951NE,,3/2/2026
"VAN ROOIJ, CORNE",,,"UNIT 2 LHR PORTAL, SCYLLA ROAD",HEATHROW AIRPORT,,,HAECO GLOBAL ENGINE SUPPORT LTD.,+44 07929 0120,HKLY217E,MIDDLESEX,UNITED KINGDOM,,HKLY,,MICHAEL TSE,michael.tse@haeco.com,,TW6 3FE,ENG,3/2/2026
"VAN SCHAIK, CONSTANTIJN FRANK ALEXANDER",,,HORSTERWEG 19,MAASTRICHT AIRPORT,,schaik.c.v@samco.aero,SAMCO AIRCRAFT MAINTENANCE B.V.,+31 43-358-7900,91MY910C,BEEK,NETHERLANDS,,91MY,schaik.c.v@samco.aero,,,,6199AC,,3/2/2026
"VAN TERHEIJDEN, MAURICE",,,KANTOORWEG 7,,,mvanterheijden@aclairshop.com,ACL AIRSHOP REPAIR BV.,+31 0752047627,N2KY023Y,WEST KNOLLENDAM,NETHERLANDS,,N2KY,mvanterheijden@aclairshop.com,,,,1525 RJ,,3/2/2026
"VANDERGRIFF, CLYDE E.",,,4209 MURRY AVENUE,,,,VANDERGRIFF TECHNOLOGIES INC,,V9TR055O,HALTHOM CITY,UNITED STATES,"DBA VANDERGRIFF TECHNOLOGIES
   NDT SERVICES",V9TR,,"VENICIA, KRISTINE QUEEN",venicia@vandergriff.net,8174851248,76117,TX,3/2/2026
"VANDERWEIDE, MICHAEL J.",,,995 RESEARCH PARK BLVD,SUITE 116,,,"CLEAR SKY AVIATION, LLC",,3C1R322C,CHARLOTTESVILLE,UNITED STATES,,3C1R,,"VANDERWEIDE, MICHAEL",mikev@clear-sky-aviation.com,4342493421,22911,VA,3/2/2026
"VANDORPE, DIEDERIK",,,PRESIDENT KENNEDYPARK 35 A,,,,SCIOTEQ,3256272000,7EBY844C,KORTRIJK,BELGIUM,,7EBY,,"GUIDO, VERSTRAETE",guido.verstraete@scioteq.com,,8500,,3/2/2026
"VAQUERIZO-SANCHEZ, MAIKA",,,"UNIT 3, SPACE WAYE",NORTH FELTHAM TRADING ESTATE,,mavs@satair.com,SATAIR UK LIMITED,44 203 968 0354,WL5Y964N,FELTHAM,UNITED KINGDOM,,WL5Y,mavs@satair.com,"BETTERIDGE, GRAHAM",gbe@satair.com,,TW14 OTH,ENG,3/2/2026
"VARADHARAJAN, BALACHANDRAN",,,LARCHWOOD AVENUE,BEDHAMPTON,,,EATON LIMITED,239248726,VS6Y531J,HAVANT,UNITED KINGDOM,,VS6Y,,IAN DICKSON,iandickson@eaton.com,,PO9 3QL,ENG,3/2/2026
"VARSHNEI, VISHAL",,,"68AC, NOIDA SPECIAL ECONOMIC ZONE","GAUTAM BUDH NAGAR, PHASE II",,purushottam.k@magnumaviation.in,MAGNUM AVIATION PVT LTD,+91-120-4720500,6MGY507B,NOIDA,INDIA,,6MGY,purushottam.k@magnumaviation.in,"KUMAR, PURUSHOTTAM",purushottam.k@magnumaviation.in,,201305,,3/2/2026
"VARTANIAN, ART A",,,5825A AIRPORT ROAD,,,art@anderson-avionics.com,"VARTANIAN, ART A.",5108512236,V9JR020Y,ANDERSON,UNITED STATES,DBA ANDERSON AVIONICS,V9JR,art@anderson-avionics.com,"VARTANIAN, ART A.",art@anderson-avionics.com,5108512236,29626,SC,3/2/2026
"VARTANIAN, NICHOLAS",,,10300 AIRPARK WAY,HANGAR 3,,,HELITENDER INC,,1HTR181B,PACOIMA,UNITED STATES,,1HTR,,"VARTANIAN, NICOLAS",,8188994700,91331,CA,3/2/2026
"VAUGHN, JOHN CHANCE",,,418 SANTA ROSA COURT 1056,,,,ADVANCED AEROSPACE SYSTEMS,,UBER573X,OVIEDO,UNITED STATES,,UBER,,"VAUGHN, JOHN CHANCE",chance@advancedaerospacesystems.com,4073302404,32765,FL,3/2/2026
"VAUTER, JIM",,,234 W. TURBO,,,,SAN ANTONIO PROPELLER SERVICE INC,,DM2R773K,SAN ANTONIO,UNITED STATES,,DM2R,,"GENTRY, MATTHEW",sa-propeller@sbcglobal.net,2103424452,78216,TX,3/2/2026
"VAZQUEZ, RICARDO LORA",,,"CAFETAL 426, COLONIA GRANJAS MEXICO",DELEGACION IZTACALCO,,,OXIGENO V C S.A. DE C.V.,,OX6Y325F,MEXICO CITY,MEXICO,DBA OVC,OX6Y,,"VAZQUEZ, RICARDO LORA.",ovcmex@prodigy.net.mx,,08400,DF,3/2/2026
"VELASQUEZ, LOUIS",,,"2600 NW 55TH COURT, SUITE 240",,,,SOUTHEAST TURBINES CORPORATION,,E7BR231O,FORT LAUDERDALE,UNITED STATES,,E7BR,,"VELASQUEZ, BRIAN",brian@southeastturbines.com,9544918119,33309,FL,3/2/2026
"VELIZ, MICHAEL DAVID",,,800 BUSINESS PARK DRIVE,SUITE I,,,CALIFORNIA BALLOON REPAIR INC,5306628867,4CBR017C,DIXON,UNITED STATES,,4CBR,,"VELIZ, MICHAEL,DAVID",balloonrepairman@gmail.com________________,5306628867,95620,CA,3/2/2026
"VERDIER, CHRISTOPHE",,,149 AVENUE DU BREZET,ZI AERONAUTIQUE SUD,,cverdier@sunaero.com,AVIATION STRUCTURE ASSISTANCE,33473778112,ASNY182E,CLERMONT FERRAND,FRANCE,,ASNY,cverdier@sunaero.com,"LEQUEU, PHILIPPE",philippe.lequeu@sunaero.com,,63100,,3/2/2026
"VERMONT, JEAN-ERIC",,,"16, ROUTE D' ISDES",,,,SAINT-GOBAIN SULLY,,S8UY168N,SULLY SUR LOIRE,FRANCE,,S8UY,,YVES DOUCET,yves.doucet@saint-gobain.com,,45600,,3/2/2026
"VETTER, PAUL",,,2301 UNIVERSITY DRIVE,BUILDING 1652-48,,,EXECUTIVE AIR TAXI CORPORATION,,CTYR019D,BISMARCK,UNITED STATES,,CTYR,,"CHRISTENSEN, DAN",,7012585024,58502,ND,3/2/2026
"VICENTE DE LIMA, EVERTON",,,"ESTRADA MUNICIPAL EUCLIDES, 2170",HANGAR G-1130,,,EMBRAER S.A.,55-16-99174-02,OQEZ973L,GAVIAO PEIXOTO,BRAZIL,,OQEZ,,"ROMANO, RODRIGO",rodrigo.romano@embraer.com.br,,14813-000,SP,3/2/2026
"VILLON, MICHAEL",,,"3753 JOHN J MONTGOMERY DRIVE, SUITE",,,,SHIER AVIATION CORP,8585055663,IVSR655S,SAN DIEGO,UNITED STATES,DBA CORPORATE HELICOPTERS,IVSR,,MICHAEL VILLON,dom@corporatehelicopters.com______________________,8585055650,92115,CA,3/2/2026
"VINCENT, JOSHUA FRANKLIN",,,11908 AIRPORT RD.,,,,JOSHUA FRANKLIN VINCENT,8067021048,DU1R555E,DALHART,UNITED STATES,,DU1R,,JOSHUA VINCENT,joshua.vincent@hotmail.com,,79022,TX,3/2/2026
"VIROJANAKUTH, SARUN",,,"700/178 MOO 1, T BANKAO",,,,TURBINE AERO REPAIR LTD,66 33266170,74RY378D,CHONBURI,THAILAND,,74RY,,MS. WIILAIRAT JEAMAD,wilairat.j@turbineaero.com,,20160,,3/2/2026
"VISSER, GAIL",,,HANGAR 109 LINVELT ROAD,WONDERBOOM AIRPORT,DOORNPORT,,LEONARDO SOUTH AFRICA (PTY) LTD,,LEOY198E,PRETORIA,SOUTH AFRICA,,LEOY,,JOHN COLE,john@aviationconsulting.co.za,,0110,GT,3/2/2026
"VOGEL, JASON",,,1807 13TH ST NE,,,,GOODRICH CORPORATION,7012537634,PU5R132N,JAMESTOWN,UNITED STATES,DBA N/A,PU5R,,"VOGEL, JASON",jason.vogel@collins.com,7012518631,58401,ND,3/2/2026
"VOGT, ERIK",,,1771 RAILROAD STREET,,,,"VOGT MRO, LLC.",,A03R511E,CORONA,UNITED STATES,,A03R,,ERIK VOGT,erik.vogt@vogtaero.com,6027218567,92878,CA,3/2/2026
"VOLKER, JOSEPH H",,,3256 CAPITAL CIRCLE SW,,,joe.volker@flightlinegroup.com,FLIGHTLINE GROUP INC,8505763515,5FVR692B,TALLAHASSEE,UNITED STATES,,5FVR,joe.volker@flightlinegroup.com,"VOLKER, JOSEPH H.",joe.volker@flightlinegroup.com,8505763515,32310,FL,3/2/2026
"VOLLMAR, RICHARD P,",,,750 NORTH BEECHCRAFT AVENUE,,,,CENTURION INVESTMENTS INC,,UVVR932L,CHESTERFIELD,UNITED STATES,DBA AVMATS JET SUPPORT,UVVR,,"VOLLMAR, RICHARD P.",,6365322674,63005,MO,3/2/2026
"VON SCHMIDT, JUSTIN",,,9100 REPUBLIC AIRPORT ROUTE 109,,,,JUSTICE AIR MAINTENANCE INC,,JGMR449E,FARMINGDALE,UNITED STATES,DBA DGM AIRCRAFT,JGMR,,"ACEVEDO JR., GABRIEL",gabriel@justiceair.com,6312704144,11735,NY,3/2/2026
"VON SEELEN, DENNIS",,,KISDORFER WEG 36-38,,,,LUFTHANSA TECHNIK INTERCOAT GMBH,494191809100,UGEY978L,KALTENKIRCHEN,GERMANY,,UGEY,,"REMERS, MELINA",melina.remers@lht-intercoat.de,,24568,,3/2/2026
"VONCKEN, JOHN",,,SIRIUSSTRAAT 55,,,,CHROMALLOY HOLLAND B.V.,135328400,DM5Y810M,TILBURG,NETHERLANDS,,DM5Y,,,,,5015 BT,,3/2/2026
"VOSBURGH, LANCE L",,,1330 COX AVE,,,lance@htsaviation.com,"DHL TECHNICAL SERVICES POWERED BY KALITTA, LLC.",6312411127,6HNR927C,ERLANGER,UNITED STATES,,6HNR,lance@htsaviation.com,MICHAEL OSTERHOUT II,mosterhout@kalittaair.com,9892250156,41018,KY,3/2/2026
"VOSS, HEATH DAVID",,,12483 FM 1283,,,heath@flyhangar13.com,FLY HANGAR 13 LLC,8307513000,13HR972B,MICO,UNITED STATES,,13HR,heath@flyhangar13.com,"VOSS, HEATH DAVID",,8307513000,78056,TX,3/2/2026
"WADE, DON",,,1749 W. 13TH STREET,HANGAR #287,,,DON WADE DBA WESTERN AVIATION,,DAMR379E,UPLAND,UNITED STATES,DBA WESTERN AVIATION,DAMR,,DON WADE,,,91786,CA,3/2/2026
"WAGHORN, JOHN",,,12 IVANHOE ROAD,HOGWOOD LANE INDUSTRIAL ESTATE,,john.waghorn@n-mclaren.co.uk,NICHOLSON MCLAREN AVIATION LTD,+44 118 973 8000,2NNY773D,FINCHAMPSTEAD,UNITED KINGDOM,,2NNY,john.waghorn@n-mclaren.co.uk,"LOCKE, PETER,",peter.locke@acss.ltd,,RG40 4QQ,ENG,3/2/2026
"WAGNER, DAVID",,,5030 EAST FALCON DRIVE,,,,CAE OXFORD AVIATION ACADEMY PHOENIX INC,,B4VR470K,MESA,UNITED STATES,"DBA CAE OXFORD AVIATION
   AVIATION ACADEMY PHOENIX",B4VR,,,,,85215,AZ,3/2/2026
"WAGNER, GERT",,,NO. 1 TIANKE ROAD,FREE TRADE ZONE,,,MTU MAINTENANCE ZHUHAI CO. LTD,,ZUUY862X,ZHUHAI,CHINA,,ZUUY,,MARKUS BRAIG,markus.braig@mtuzhuhai.com,,519030,,3/2/2026
"WAH TEIK, IVAN LIM",,,OFF JALAN LAPANGAN TERBANG SULTAN A,DARUL EHSAN,,,EXECUJET  MRO SERVICES MALAYSIA SDN. BHD.,,6EJY028D,SHAH ALAM,MALAYSIA,,6EJY,,"AHMAD, MOHD SHAHIR",shahir.ahmad@execujet-mro.com,,40150,,3/2/2026
"WALKER, BRIAN",,,1255 AIRPORT ROAD,,,,SEVIER COUNTY CHOPPERS INC,8654535867,8DIR912C,SEVIERVILLE,UNITED STATES,,8DIR,,BRIAN WALKER,brian@seviercountychoppers.com,8653184228,37862,TN,3/2/2026
"WALKER, DANIEL",,,4361 SHELBY AIR DRIVE,,,,PERFORMANCE REPAIR GROUP LLC,9014419796,QWAR645Y,MEMPHIS,UNITED STATES,,QWAR,,"SAWYER, MILLISSA",msawyer@performancerepairgroup.com,2512335713,38118,TN,3/2/2026
"WALKER, DARRIN S.",,,804 ALA DRIVE,,,,GLOBAL AVIONICS INC,,R7IR792N,WHITE SETTLEMENT,UNITED STATES,,R7IR,,"WALKER, DARRIN S",globalife@sbcglobal.net,8175604871,76108,TX,3/2/2026
"WALKER, JOHN A",,,4902 THORNCLIFFE DRIVE,,,john_walker@qualityharnessandcable.com,QUALITY HARNESS AND CABLE ASSEMBLY,8175723103,QH9R010O,ARLINGTON,UNITED STATES,,QH9R,john_walker@qualityharnessandcable.com,"WALKER, JOHN A",john_walker@qualityharnessandcable.com,8175723103,76016,TX,3/2/2026
"WALKER, MARK",,,ACCURATE BRAZING CORPORATION,36 COTE AVENUE,,,ACCURATE BRAZING CORPORATION,,ZB5R108I,GOFFSTOWN,UNITED STATES,DBA AALBERTS SURFACE TECHNOLOGIES,ZB5R,,BEN DIONNE,ben.dionne@aalbrts-st.us,6039453760,03045,NH,3/2/2026
"WALKER, TODD",,,521 SOUTH 48TH STREET,SUITE 104,,,AEROTEAMS,6232047666,78AR752B,TEMPE,UNITED STATES,,78AR,,"WALKER, TODD",toddw@aeroteams.com,3363295003,85281,AZ,3/2/2026
"WALLACE, WADE",,,"5353 52ND STREET, SE",,,,ACRON AVIATION INC,,NN2R037L,GRAND RAPIDS,UNITED STATES,,NN2R,,"WALLACE, WADE",wade.wallace@l3harris.com,6162388664,49512,MI,3/2/2026
"WALLACE, WADE",,,5353 52ND STREET SE,,,,ACSS REPAIR AND OVERHAUL,,L3ZR029X,GRAND RAPIDS,UNITED STATES,,L3ZR,,"WALLACE, WADE",wade.wallace@l3harris.com,6162854274,49512,MI,3/2/2026
"WALLAN, FAHAD SULIMAN",,,THUMAMAH AIRPORT,THUMAMAH ROAD,,info@wallanaviation.com,WALLAN AVIATION COMPANY,+966504497112,2WTY567D,RIYADH,SAUDI ARABIA,,2WTY,info@wallanaviation.com,"KHAN, MUHAMMAD TANVEER",tanveer@wallanaviation.com,,11471,,3/2/2026
"WALMSLEY, ANDREW",,,19-21 FISHER AVENUE,,,,VOLO AERO MRO,4135257211,FP7R098J,EAST LONGMEADOW,UNITED STATES,,FP7R,,"WALMSLEY, ANDREW",sales@volo-aero.com,4135257211,01028,MA,3/2/2026
"WALSH, MICHAEL",,,4965 HANSON DRIVE,,,dwalsh@bpaero.com,"BP AERO SERVICES, LLC",9722522800,442R874B,IRVING,UNITED STATES,,442R,dwalsh@bpaero.com,"ORLANDO, KRISTEN",korlando@bpaero.com,4692080053,75038,TX,3/2/2026
"WALSH, MICHAEL",,,5260 VALLEY VIEW LANE,,,m.walsh@bpaero.com,"BP AERO ENGINE SERVICES, LLC",4692080052,88PR340D,IRVING,UNITED STATES,,88PR,m.walsh@bpaero.com,DAVID ANDERSON,danderson@bpaero.com,4692080056,75038,TX,3/2/2026
"WALSH, RYAN",,,3632 CORBEN COURT,,,,WISCONSIN AVIATION - FOUR LAKES INC,6082685006,DBKR124D,MADISON,UNITED STATES,,DBKR,,"SCHROEDER, PETE",,6082685006,53704,WI,3/2/2026
"WALTER, JAMES B",,,112 N PILATUS LANE,PO BOX 47,,,MISSION AVIATION FELLOWSHIP,,RDDR497H,NAMPA,UNITED STATES,,RDDR,,"WALTER, JAMES B",cwalter@maf.org,,83687,ID,3/2/2026
"WAMPLER, MICHAEL",,,5680 FUNAFUTI STREET,,,,AERSALE INC,,1Q2R348D,MILLINGTON,UNITED STATES,,1Q2R,,MICHAEL WAMPLER,michael.wampler@aersale.com,9017078385,38053,TN,3/2/2026
"WAMPLER, ROBERT",,,217 CORSAIR DRIVE,,,,CENTRAL TEXAS AVIONICS INC,5128688484,C84R586N,GEORGETOWN,UNITED STATES,,C84R,,"WAMPLER, ROBERT ""BOBBY""",bobby@ctavionics.com,5128688484,78628,TX,3/2/2026
"WANG, CHAO",,,YAO QIANG INTERNATIONAL AIRPORT,,,quality@staeco.com,TAIKOO SHANDONG AIRCRAFT ENGINEERING COMPANY LTD,86-531-58802993,TX92778Y,JINAN,CHINA,DBA STAECO,TX92,quality@staeco.com,"CHANG, CHENG",changc@staeco.com,,250107,,3/2/2026
